ID,P09923,P05186,P05187,P10696,A0A2R8YDJ8|1,A0A2R8YDJ8|2,O60729|1,O60729|2,Q16667,P28562,Q05923,Q13115,Q16690,Q9Y6W6,O75319,Q9UNI6,Q6FI36,Q8NEJ0,Q9H596,Q4G0W2,Q9H1R2,Q9NRW4,Q8WTR2,Q9BVJ7,Q68J44,Q9UII6,Q9BV47,Q5VZP5,P51452,Q16828,Q16829,Q99956,Q9BY84,Q13202,O95278,Q93096,Q12974,O75365,A2A3K4,Q8WUK0,O60942,Q8WYL5,Q76I76,Q8TE77,Q8WUJ0,Q9Y6J8,Q13496,Q13613,Q13614,Q9NXD2,A4FU01,Q9C0I1,Q8NCE2,Q13615,Q9NYA4,O95248,Q86WG5,Q9Y217,Q9Y216,Q96EF0,Q96QG7,Q9ULE6|1,Q9ULE6|2,O75061,O14976,P60484,Q9HBL0,Q63HR2,Q68CZ2,P56180,Q6XPS3,P18031,P17706,Q05209,Q99952,Q9Y2R2,Q12923,Q4JDL3,Q15678,Q16825,Q9H3S7,P26045,P29074,P54829,P35236,Q15256,Q06124,Q53XS4,Q6IQ43,P18433|1,P18433|2,P23469|1,P23469|2,P23467,Q9HD43,Q12913,Q16827,A0A087WZU1,P08575|1,P08575|2,Q2HXI4|1,Q2HXI4|2,P10586|1,P10586|2,Q13332|1,Q13332|2,P23470|1,P23470|2,P23471|1,P23471|2,Q5TG12|1,Q5TG12|2,P28827|1,P28827|2,O14522|1,O14522|2,Q92729|1,Q92729|2,Q16849,Q92932,Q92562,Q9Y2H2,Q9NTJ5,O43426,O15056,P24666,Q9NP77,P30304,P30305,P30307,Q99502,O00167,Q99504,A0A0S2Z3Q2,Q05D32,O95476,Q9Y5B0,Q9GZU7,O14595,O15194,Q3ZCQ8,Q8WVY7,Q9BXW7,Q9H0R4,Q9H008,Q96GD0,A6NDG6,P16118,O60825,Q16875,Q16877,P07738,Q6FHU2,P15259,Q8N0Y7,Q96HS1,P57075,Q8TF42,Q9NQ88,P11117,P15309,Q9BZG2,Q9NPH0,Q9UNW1,B7WPL9,A0A087WZV0,Q8TE99,Q9NRX4,Q9H0C8,Q9P0J1,Q9P2J9,O60346,Q6ZVD8,A8MPX8,P35813,O75688,Q8N819,O15297,Q8WY54,P49593,O15355,Q9ULR3,Q5JR12,Q96MI6,Q8N3J5,Q5SGD2,Q8NI37,Q15750,P13686,Q6ZNF0,P62136,P62140,P36873,P67775,P62714,Q08209,P16298,P48454,P60510,P53041,O00743,O14829,O14830,Q8IXW5
Q05923,0.11644,0.13622,0.11163,0.11521,0.16263,0.14725,0.17605,0.14898,0.17225,0.76882,1.0,0.7541,0.63759,0.44242,0.15338,0.24443,0.48432,0.43368,0.41607,0.41064,0.2919,0.32858,0.4299,0.16471,0.16588,0.163,0.23638,0.24327,0.16341,0.4106,0.42349,0.34944,0.27938,0.25219,0.19271,0.17683,0.19181,0.21449,0.18293,0.1676,0.15455,0.49591,0.53688,0.45136,0.31807,0.30797,0.10044,0.11866,0.11601,0.11157,0.11551,0.10636,0.13872,0.11608,0.12356,0.13845,0.11965,0.1407,0.12011,0.13725,0.12444,0.13699,0.1273,0.14452,0.22478,0.15521,0.17184,0.15421,0.15859,0.13691,0.14757,0.16175,0.14685,0.11763,0.12582,0.11886,0.1185,0.12905,0.13333,0.15658,0.11933,0.15161,0.15479,0.13577,0.11961,0.11925,0.14393,0.12164,0.13327,0.12311,0.14179,0.14981,0.15138,0.12638,0.13773,0.18342,0.12729,0.14054,0.11854,0.11436,0.12862,0.15869,0.13658,0.13439,0.13314,0.1515,0.11415,0.16584,0.13863,0.13222,0.13842,0.11924,0.1139,0.11933,0.14204,0.11639,0.12968,0.15129,0.15727,0.17259,0.13442,0.13515,0.1206,0.10922,0.11932,0.1438,0.14548,0.16541,0.16446,0.15827,0.1232,0.14431,0.12962,0.12855,0.14694,0.1521,0.16894,0.17475,0.1719,0.16274,0.15151,0.1695,0.10263,0.13906,0.12793,0.1287,0.13306,0.13091,0.14871,0.16794,0.16128,0.12645,0.13222,0.1509,0.14724,0.17787,0.13046,0.14255,0.13636,0.11623,0.13173,0.1063,0.12122,0.10451,0.1185,0.12451,0.1085,0.16063,0.13495,0.13505,0.12697,0.13391,0.14975,0.1126,0.16375,0.1681,0.14731,0.11848,0.1221,0.10975,0.10839,0.11696,0.12294,0.11187,0.1593,0.1618,0.14463,0.13692,0.12247,0.13419,0.1422,0.13209,0.13259,0.13092,0.12694,0.1529,0.15473,0.17437,0.14313,0.12238,0.11993,0.11009,0.11386,0.19151
Q13115,0.10329,0.11221,0.11134,0.1161,0.20933,0.1599,0.13995,0.17621,0.18291,0.88681,0.7541,1.0,0.72288,0.39723,0.18088,0.22896,0.46256,0.45864,0.43679,0.42046,0.29743,0.34821,0.4276,0.17469,0.16961,0.18772,0.22126,0.27013,0.21816,0.32744,0.35403,0.35117,0.3114,0.33334,0.19849,0.15324,0.16524,0.16351,0.16246,0.17102,0.15541,0.47129,0.51819,0.48884,0.30458,0.24815,0.10969,0.11605,0.11217,0.12266,0.11115,0.10592,0.12949,0.12477,0.12531,0.1098,0.1299,0.10932,0.11085,0.12649,0.12209,0.13041,0.10165,0.14515,0.19307,0.1804,0.20488,0.12953,0.17656,0.13844,0.13785,0.13195,0.12409,0.13589,0.11406,0.11396,0.13185,0.13607,0.13415,0.15113,0.1301,0.13041,0.12602,0.1142,0.12191,0.13926,0.13813,0.12476,0.14364,0.13368,0.12479,0.13163,0.12923,0.13546,0.13591,0.1566,0.12563,0.12539,0.12259,0.13468,0.12204,0.14789,0.13,0.12442,0.12361,0.15115,0.14284,0.15741,0.13512,0.11111,0.11594,0.12115,0.13051,0.12663,0.14072,0.11632,0.12654,0.13908,0.16072,0.16001,0.12976,0.17241,0.11131,0.12281,0.12831,0.18303,0.16474,0.17605,0.14622,0.14383,0.15933,0.13902,0.13029,0.12188,0.18363,0.17069,0.1482,0.14198,0.17264,0.17199,0.15833,0.17788,0.11477,0.15136,0.15381,0.13427,0.14066,0.12856,0.14739,0.12506,0.14434,0.12699,0.12754,0.16689,0.13363,0.16642,0.13135,0.19835,0.13856,0.12668,0.12079,0.12221,0.11419,0.11376,0.12237,0.14149,0.11556,0.19254,0.111,0.14522,0.12028,0.13844,0.12383,0.10238,0.1271,0.13674,0.12461,0.12274,0.13224,0.14339,0.13199,0.11296,0.11926,0.11257,0.13883,0.11804,0.15335,0.1381,0.135,0.15699,0.11228,0.14554,0.1427,0.14235,0.12898,0.13735,0.14076,0.14948,0.15752,0.12931,0.12324,0.1193,0.10329,0.17149
Q16690,0.11186,0.12421,0.10556,0.10635,0.20282,0.15397,0.16668,0.16772,0.19004,0.71808,0.63759,0.72288,1.0,0.42754,0.13964,0.3068,0.45625,0.44427,0.45623,0.47247,0.36302,0.42,0.4278,0.15758,0.15698,0.219,0.21776,0.24864,0.23225,0.33792,0.30256,0.33633,0.35505,0.32939,0.16908,0.1571,0.17201,0.17068,0.18412,0.20993,0.14941,0.50017,0.51645,0.48968,0.32135,0.27503,0.12458,0.10776,0.12846,0.13527,0.11589,0.1156,0.13862,0.11192,0.11574,0.11859,0.113,0.13104,0.12674,0.1325,0.12588,0.12561,0.12194,0.14161,0.15505,0.14912,0.19065,0.15953,0.1739,0.14488,0.16831,0.15131,0.15547,0.14965,0.14362,0.11973,0.12112,0.1496,0.16563,0.11428,0.12503,0.16116,0.13298,0.11458,0.12256,0.12626,0.14373,0.1297,0.11029,0.1264,0.12461,0.14569,0.13354,0.13914,0.14607,0.13467,0.13369,0.12555,0.12876,0.14573,0.14752,0.11969,0.15781,0.12147,0.14723,0.12555,0.11695,0.14517,0.13044,0.11884,0.1507,0.11197,0.14272,0.13627,0.15542,0.15586,0.12962,0.12512,0.1351,0.15761,0.12357,0.15524,0.11933,0.12138,0.12643,0.16471,0.15757,0.15554,0.17799,0.21001,0.13867,0.15404,0.13859,0.14194,0.1781,0.16368,0.1563,0.14869,0.16324,0.17108,0.14255,0.14896,0.10184,0.14636,0.15938,0.12684,0.12614,0.14824,0.13421,0.16272,0.14509,0.15508,0.12944,0.13473,0.13643,0.15199,0.13425,0.22648,0.13695,0.11567,0.13126,0.11229,0.13541,0.10856,0.11435,0.1083,0.12399,0.16927,0.12888,0.12003,0.12054,0.13599,0.155,0.11845,0.10979,0.13239,0.14488,0.119,0.17235,0.14657,0.11098,0.14859,0.15473,0.11514,0.13879,0.1335,0.15451,0.12446,0.16186,0.12227,0.13672,0.13056,0.13637,0.14613,0.13676,0.14372,0.13127,0.13902,0.13267,0.10754,0.11799,0.11465,0.10569,0.16289
Q9Y6W6,0.1272,0.11094,0.12781,0.11128,0.20911,0.14149,0.22817,0.14967,0.15606,0.43424,0.44242,0.39723,0.42754,1.0,0.14659,0.24201,0.35092,0.37758,0.34992,0.28991,0.29658,0.34283,0.34271,0.15826,0.16714,0.23904,0.20651,0.23327,0.21378,0.62273,0.60913,0.59934,0.37646,0.29765,0.18906,0.19089,0.16619,0.15146,0.16307,0.19155,0.13746,0.40001,0.38424,0.33531,0.34307,0.31168,0.122,0.1131,0.12377,0.11068,0.10854,0.10301,0.13915,0.12025,0.11888,0.09586,0.11432,0.11408,0.1207,0.10679,0.11371,0.12567,0.11323,0.14228,0.12698,0.13666,0.14352,0.12585,0.14527,0.13245,0.14376,0.12299,0.13751,0.13392,0.14199,0.1245,0.11598,0.1344,0.1206,0.11837,0.12214,0.12152,0.11566,0.12673,0.12899,0.1269,0.11657,0.12135,0.11918,0.13343,0.1258,0.14228,0.12676,0.12359,0.12316,0.12581,0.12495,0.12007,0.12725,0.12492,0.11208,0.13599,0.1116,0.13495,0.12335,0.13404,0.12293,0.12904,0.12263,0.14565,0.12204,0.12809,0.15995,0.128,0.16092,0.12898,0.15033,0.14308,0.1628,0.12649,0.12394,0.12583,0.12693,0.14045,0.14404,0.15752,0.15597,0.20895,0.14447,0.19504,0.14159,0.15135,0.12375,0.12262,0.15928,0.14783,0.13944,0.18668,0.18167,0.19214,0.15839,0.17445,0.1112,0.13687,0.13332,0.11475,0.13432,0.13704,0.15918,0.14695,0.13041,0.15876,0.12651,0.14725,0.12866,0.1464,0.15797,0.17273,0.12401,0.13923,0.10805,0.11971,0.11772,0.12321,0.11366,0.10575,0.10073,0.16236,0.12285,0.12437,0.12165,0.13517,0.12276,0.10741,0.11724,0.1476,0.13454,0.10168,0.1426,0.1391,0.11288,0.11019,0.14005,0.12653,0.13491,0.15966,0.14193,0.13382,0.12745,0.1276,0.11862,0.12061,0.13161,0.13381,0.14061,0.12757,0.13131,0.14754,0.12406,0.14265,0.14195,0.12457,0.10184,0.14275
O75319,0.11057,0.10539,0.10689,0.10552,0.17191,0.15755,0.16904,0.15901,0.19772,0.14453,0.15338,0.18088,0.13964,0.14659,1.0,0.16111,0.13939,0.14693,0.15314,0.18247,0.14787,0.19468,0.19693,0.19506,0.14595,0.15501,0.14103,0.16141,0.15552,0.1707,0.14124,0.14885,0.22982,0.20964,0.16784,0.15893,0.14778,0.1292,0.15032,0.20524,0.34188,0.14906,0.16703,0.17884,0.15295,0.19982,0.11566,0.12892,0.11706,0.104,0.11321,0.11142,0.16007,0.12021,0.11435,0.11382,0.12498,0.11917,0.12881,0.12641,0.12367,0.11213,0.12253,0.1305,0.1426,0.13508,0.14595,0.14411,0.14346,0.15173,0.14055,0.14452,0.13967,0.11001,0.12422,0.12479,0.13071,0.15687,0.12823,0.11911,0.13974,0.11685,0.1283,0.15165,0.15042,0.12367,0.12038,0.13011,0.1258,0.12163,0.15446,0.15671,0.13322,0.12868,0.12916,0.12682,0.12755,0.12911,0.13647,0.11762,0.124,0.13355,0.12642,0.15108,0.12758,0.13985,0.15937,0.14006,0.13038,0.14786,0.12968,0.12836,0.12465,0.13129,0.16725,0.11089,0.12465,0.15299,0.14709,0.14891,0.13556,0.13067,0.12948,0.15582,0.13541,0.16554,0.14532,0.14382,0.1804,0.15979,0.12206,0.12855,0.12229,0.11507,0.15898,0.13092,0.1374,0.15176,0.13679,0.15651,0.15767,0.13958,0.12403,0.14647,0.13244,0.11829,0.12513,0.12255,0.15023,0.13442,0.12405,0.11989,0.14506,0.13359,0.14506,0.12423,0.16113,0.12837,0.12909,0.14091,0.11209,0.18138,0.12444,0.10801,0.10085,0.11732,0.11258,0.14502,0.12123,0.11653,0.13672,0.12945,0.13683,0.11876,0.11991,0.11129,0.12427,0.11838,0.13098,0.1121,0.11497,0.11749,0.1291,0.12893,0.12134,0.13358,0.14871,0.10394,0.13953,0.1267,0.12738,0.13121,0.11923,0.10943,0.11326,0.14698,0.1523,0.14232,0.1141,0.13929,0.12385,0.11439,0.0948,0.16437
Q9UNI6,0.12033,0.11417,0.11906,0.11027,0.14864,0.15839,0.16462,0.15054,0.16308,0.24219,0.24443,0.22896,0.3068,0.24201,0.16111,1.0,0.25335,0.28247,0.23407,0.3868,0.28881,0.30221,0.3009,0.29414,0.22934,0.29971,0.19996,0.19335,0.23984,0.28202,0.28461,0.27397,0.33876,0.28607,0.21274,0.1545,0.15532,0.15479,0.15719,0.2528,0.19099,0.22976,0.2379,0.23401,0.2604,0.23334,0.11223,0.11223,0.11998,0.1057,0.10877,0.11222,0.14226,0.10914,0.11008,0.09415,0.11648,0.10293,0.13352,0.12731,0.11475,0.1258,0.1057,0.1458,0.14605,0.13327,0.16807,0.167,0.1476,0.14925,0.15118,0.11739,0.11959,0.13966,0.16117,0.1564,0.12396,0.10994,0.13087,0.15683,0.14699,0.14479,0.12845,0.12004,0.14325,0.14451,0.13311,0.13272,0.15037,0.13505,0.12911,0.17087,0.15447,0.12535,0.16119,0.12684,0.18873,0.13895,0.13061,0.12833,0.1692,0.13524,0.17199,0.16562,0.17119,0.13098,0.14878,0.13061,0.15035,0.13908,0.12066,0.1436,0.14709,0.16981,0.15394,0.16221,0.13603,0.13038,0.11175,0.12155,0.13887,0.10517,0.12493,0.1335,0.15051,0.16353,0.16542,0.1618,0.18007,0.14383,0.1394,0.13807,0.12983,0.17379,0.17694,0.20609,0.19679,0.15247,0.15795,0.17276,0.17286,0.14162,0.10278,0.13758,0.14414,0.13365,0.13108,0.15395,0.14625,0.13928,0.14453,0.11089,0.14711,0.1372,0.15076,0.14025,0.1241,0.11179,0.15093,0.1404,0.12385,0.12457,0.12374,0.11309,0.09737,0.10797,0.1132,0.19733,0.1377,0.12698,0.1028,0.17234,0.12935,0.10979,0.11373,0.13625,0.13373,0.11819,0.12685,0.14695,0.11639,0.12537,0.12564,0.1311,0.13543,0.12545,0.14968,0.12651,0.13335,0.13535,0.12029,0.13145,0.11482,0.12727,0.14189,0.13819,0.14099,0.14841,0.12453,0.11221,0.13029,0.15657,0.11828,0.18315
Q6FI36,0.11495,0.11823,0.10359,0.12096,0.16642,0.164,0.16238,0.15153,0.15767,0.48982,0.48432,0.46256,0.45625,0.35092,0.13939,0.25335,1.0,0.6094,0.64046,0.49158,0.37799,0.37178,0.43573,0.22262,0.27591,0.2061,0.21204,0.25795,0.24489,0.28125,0.29899,0.26886,0.3864,0.32029,0.22502,0.20287,0.17279,0.20012,0.15971,0.17873,0.13948,0.40587,0.40577,0.40923,0.30335,0.25324,0.13851,0.11228,0.14205,0.1086,0.13689,0.11177,0.14182,0.13053,0.11189,0.11161,0.11236,0.11012,0.13237,0.11882,0.12282,0.14212,0.11416,0.16463,0.16106,0.15954,0.14206,0.17854,0.15827,0.12805,0.1319,0.13562,0.13584,0.11989,0.15192,0.11148,0.14408,0.13335,0.15298,0.14897,0.12258,0.13418,0.12776,0.15438,0.13249,0.13028,0.16248,0.13804,0.1426,0.11676,0.19623,0.13066,0.16469,0.13148,0.13908,0.13331,0.1437,0.13892,0.13053,0.13669,0.12732,0.17883,0.13197,0.16444,0.13422,0.17762,0.13081,0.2269,0.12191,0.1962,0.11213,0.14315,0.11794,0.16489,0.15061,0.16066,0.13126,0.12075,0.16949,0.1754,0.13271,0.11651,0.13483,0.13615,0.14231,0.14562,0.14298,0.18852,0.17487,0.14901,0.12822,0.12562,0.11664,0.1401,0.16861,0.126,0.1821,0.14471,0.144,0.16278,0.16199,0.17285,0.11669,0.14052,0.11496,0.12262,0.15107,0.1237,0.12525,0.13427,0.13414,0.13304,0.16128,0.17477,0.15307,0.13712,0.13347,0.16401,0.13739,0.12965,0.11984,0.11255,0.13106,0.13012,0.1317,0.09987,0.11105,0.12822,0.12947,0.12414,0.11616,0.12568,0.11759,0.10995,0.11082,0.12002,0.13158,0.14234,0.14106,0.14976,0.11352,0.10359,0.14402,0.11059,0.14556,0.13708,0.12529,0.12625,0.1308,0.14468,0.1291,0.12581,0.12532,0.14338,0.12168,0.14444,0.15656,0.13985,0.13378,0.11794,0.12315,0.15145,0.11319,0.17001
Q8NEJ0,0.1204,0.12231,0.12081,0.11852,0.16642,0.15694,0.19055,0.16556,0.15109,0.47875,0.43368,0.45864,0.44427,0.37758,0.14693,0.28247,0.6094,1.0,0.79208,0.45367,0.43661,0.37869,0.48641,0.1663,0.26219,0.21528,0.22543,0.26153,0.26324,0.32363,0.35012,0.34336,0.39126,0.35791,0.19554,0.1409,0.143,0.13439,0.16442,0.18176,0.13983,0.40362,0.4088,0.44089,0.323,0.26891,0.12012,0.11186,0.10922,0.10705,0.1233,0.11567,0.12971,0.13483,0.1121,0.1015,0.11137,0.10317,0.14853,0.12115,0.1085,0.12446,0.12007,0.14453,0.1274,0.13609,0.20141,0.18977,0.15775,0.14905,0.15662,0.1611,0.16497,0.12616,0.14358,0.14089,0.1464,0.12691,0.14443,0.13948,0.1377,0.13583,0.15706,0.11889,0.13177,0.12806,0.12625,0.13939,0.1343,0.14129,0.12753,0.16314,0.13886,0.13982,0.12661,0.12898,0.12208,0.15263,0.13671,0.13918,0.15566,0.14195,0.13987,0.14013,0.13156,0.14604,0.12874,0.20279,0.13551,0.18916,0.12753,0.1333,0.16039,0.11103,0.13493,0.12617,0.13823,0.12609,0.15602,0.17155,0.12937,0.12057,0.12549,0.1261,0.13347,0.15533,0.15295,0.14213,0.14427,0.14502,0.15529,0.14852,0.13798,0.15149,0.15516,0.15693,0.15078,0.15901,0.17424,0.1676,0.13793,0.17926,0.11958,0.14192,0.15954,0.13213,0.1243,0.14474,0.13707,0.14157,0.14874,0.13802,0.1655,0.14836,0.16094,0.16531,0.12692,0.16864,0.12668,0.11309,0.12427,0.13121,0.12433,0.11262,0.11017,0.11879,0.11699,0.15988,0.12945,0.11183,0.11771,0.14471,0.13481,0.12784,0.12184,0.1276,0.11979,0.11283,0.14561,0.14194,0.10928,0.12172,0.11111,0.11599,0.15541,0.13276,0.1277,0.11541,0.12432,0.14435,0.12803,0.13685,0.1231,0.14395,0.13053,0.13516,0.13009,0.12275,0.14308,0.17512,0.13533,0.12578,0.11319,0.17075
Q9H596,0.11242,0.1004,0.10691,0.10773,0.17544,0.15729,0.13638,0.13439,0.15405,0.47134,0.41607,0.43679,0.45623,0.34992,0.15314,0.23407,0.64046,0.79208,1.0,0.42924,0.40718,0.39783,0.48368,0.18542,0.20395,0.1425,0.22036,0.23714,0.27585,0.31917,0.34717,0.34252,0.40402,0.3786,0.20806,0.15792,0.15185,0.18531,0.18834,0.1986,0.13699,0.37802,0.40762,0.39222,0.23332,0.27113,0.13701,0.1209,0.12491,0.10233,0.11861,0.11418,0.14072,0.12063,0.13036,0.11163,0.13063,0.12455,0.10755,0.10769,0.11927,0.12182,0.12135,0.16363,0.1611,0.15138,0.15983,0.15351,0.13163,0.14697,0.15154,0.14959,0.15838,0.14171,0.11867,0.11974,0.12729,0.12615,0.15672,0.14068,0.12744,0.13541,0.14419,0.12417,0.12785,0.12327,0.12495,0.12623,0.1445,0.11451,0.16837,0.12957,0.17796,0.11566,0.13296,0.13163,0.11563,0.13976,0.14236,0.12536,0.12274,0.15184,0.11377,0.13876,0.1208,0.14891,0.1256,0.19309,0.15001,0.17353,0.125,0.13359,0.13427,0.12333,0.1338,0.11168,0.12201,0.12439,0.14559,0.15561,0.1599,0.11308,0.1322,0.13918,0.11532,0.15349,0.16267,0.15704,0.16702,0.14777,0.13093,0.12291,0.12385,0.12576,0.18773,0.14217,0.16111,0.15738,0.16137,0.15971,0.15008,0.15985,0.11876,0.13307,0.12423,0.13677,0.12677,0.15045,0.13591,0.14324,0.13987,0.12268,0.15781,0.14676,0.12942,0.13726,0.12185,0.16926,0.11056,0.12736,0.11322,0.11805,0.11519,0.10844,0.11711,0.11904,0.11252,0.15711,0.12631,0.14341,0.10691,0.15158,0.13692,0.12008,0.11665,0.12516,0.14906,0.11321,0.15437,0.13865,0.13092,0.11601,0.11567,0.12913,0.14087,0.14415,0.12697,0.10812,0.15967,0.1487,0.121,0.12238,0.1341,0.1327,0.12827,0.13775,0.14504,0.13117,0.12506,0.16114,0.13328,0.13209,0.10304,0.14768
Q4G0W2,0.10376,0.1011,0.09899,0.10786,0.16964,0.13762,0.17594,0.13444,0.15491,0.44218,0.41064,0.42046,0.47247,0.28991,0.18247,0.3868,0.49158,0.45367,0.42924,1.0,0.3551,0.3238,0.49242,0.17099,0.21546,0.16653,0.20674,0.26533,0.24929,0.25646,0.2684,0.26384,0.34801,0.29721,0.20677,0.15353,0.16288,0.17386,0.16781,0.28727,0.19386,0.48737,0.46759,0.474,0.28837,0.26911,0.12724,0.13477,0.11796,0.10852,0.1282,0.11209,0.13787,0.10957,0.11918,0.11613,0.11873,0.13204,0.11401,0.1256,0.11765,0.14046,0.12126,0.13791,0.13868,0.15721,0.16945,0.17245,0.15467,0.17323,0.15124,0.12504,0.13816,0.13811,0.12304,0.14558,0.11466,0.14514,0.14854,0.12637,0.13858,0.15706,0.12418,0.14059,0.14222,0.13853,0.12668,0.13394,0.1403,0.13072,0.13355,0.13574,0.13765,0.13611,0.12238,0.13699,0.13445,0.13176,0.14836,0.1345,0.17081,0.14989,0.15993,0.17166,0.17566,0.1547,0.13571,0.1397,0.13714,0.13094,0.12907,0.13679,0.14874,0.13831,0.13198,0.13262,0.1299,0.14742,0.15346,0.15867,0.12668,0.12659,0.11379,0.13655,0.14042,0.18279,0.13051,0.16755,0.15972,0.18617,0.16547,0.15681,0.12355,0.15243,0.16167,0.14642,0.18207,0.21423,0.17415,0.17165,0.15871,0.17728,0.11443,0.13209,0.13754,0.11832,0.15696,0.15044,0.13872,0.13442,0.14089,0.12234,0.14312,0.1546,0.14088,0.15068,0.13889,0.1325,0.12789,0.11102,0.12174,0.1208,0.11852,0.13647,0.11539,0.12134,0.12506,0.16947,0.12228,0.11042,0.10789,0.14243,0.14109,0.11318,0.12611,0.12499,0.14509,0.12285,0.13105,0.15307,0.11364,0.10829,0.11148,0.10618,0.13667,0.15047,0.16877,0.11959,0.12809,0.13522,0.15549,0.15755,0.14889,0.14712,0.14451,0.13636,0.15272,0.15355,0.11704,0.13552,0.1268,0.12555,0.11431,0.14957
Q9H1R2,0.10559,0.11209,0.11121,0.10111,0.17554,0.1695,0.20847,0.16997,0.15868,0.29272,0.2919,0.29743,0.36302,0.29658,0.14787,0.28881,0.37799,0.43661,0.40718,0.3551,1.0,0.64474,0.33309,0.22418,0.17443,0.26408,0.16136,0.18253,0.15468,0.30565,0.30491,0.31022,0.29362,0.27876,0.16799,0.13114,0.19099,0.1615,0.16956,0.22421,0.16729,0.3294,0.34466,0.37259,0.28005,0.20263,0.12439,0.11155,0.11729,0.11231,0.125,0.11021,0.16131,0.13791,0.11984,0.10496,0.11383,0.11727,0.12885,0.10648,0.11843,0.16004,0.13028,0.1341,0.17282,0.12138,0.16157,0.12855,0.14642,0.13563,0.13076,0.12144,0.12623,0.11992,0.13959,0.13212,0.12523,0.13837,0.11463,0.13458,0.1249,0.13586,0.13537,0.11341,0.1466,0.14935,0.13078,0.13718,0.11728,0.1245,0.12243,0.1207,0.137,0.14374,0.16127,0.12153,0.12807,0.11588,0.12084,0.13767,0.14228,0.14037,0.1393,0.12713,0.14994,0.14247,0.12944,0.12907,0.12426,0.13793,0.14078,0.15414,0.12692,0.14349,0.14844,0.14324,0.12057,0.17881,0.14245,0.13383,0.1169,0.11512,0.13557,0.13386,0.12477,0.19825,0.14404,0.17153,0.18392,0.15871,0.13798,0.14993,0.13223,0.12986,0.15911,0.14445,0.16842,0.19034,0.1501,0.21083,0.15073,0.2329,0.12819,0.132,0.17182,0.12497,0.11194,0.12223,0.14897,0.12076,0.11626,0.14801,0.15394,0.14663,0.1338,0.15536,0.14404,0.16951,0.12458,0.13119,0.1274,0.12229,0.11875,0.13646,0.12706,0.11782,0.11489,0.13257,0.14601,0.1229,0.11186,0.13462,0.13727,0.1248,0.16759,0.1242,0.1535,0.11279,0.12933,0.11722,0.11913,0.11769,0.11221,0.12133,0.13807,0.12715,0.13013,0.12599,0.12195,0.13078,0.13035,0.15583,0.15662,0.12088,0.12162,0.18764,0.17823,0.17372,0.11021,0.12911,0.13498,0.1226,0.09938,0.16842
Q9NRW4,0.11767,0.11942,0.10468,0.10047,0.17975,0.16223,0.18568,0.16873,0.15541,0.34785,0.32858,0.34821,0.42,0.34283,0.19468,0.30221,0.37178,0.37869,0.39783,0.3238,0.64474,1.0,0.29307,0.17803,0.18868,0.24203,0.15696,0.1523,0.17015,0.28726,0.26195,0.31176,0.331,0.29549,0.17188,0.18138,0.16316,0.14251,0.19591,0.18405,0.1489,0.30009,0.33944,0.29773,0.35739,0.16474,0.11954,0.1072,0.1371,0.10793,0.10393,0.11764,0.15111,0.12243,0.12559,0.11689,0.12018,0.13006,0.12714,0.13864,0.12561,0.12406,0.11628,0.13825,0.15286,0.13199,0.15106,0.12372,0.16152,0.1135,0.12424,0.12596,0.12006,0.12557,0.16945,0.14177,0.1187,0.12815,0.13357,0.13527,0.13121,0.14467,0.14495,0.12321,0.11672,0.12499,0.13032,0.14486,0.1257,0.13351,0.11932,0.11557,0.11799,0.15449,0.1309,0.1358,0.12857,0.11192,0.12245,0.1247,0.1573,0.11058,0.16537,0.1354,0.15716,0.11444,0.14274,0.12982,0.12754,0.13349,0.12319,0.13546,0.13559,0.12762,0.14421,0.12289,0.12713,0.13697,0.12699,0.11125,0.11657,0.13833,0.1295,0.11779,0.13498,0.22179,0.13951,0.17944,0.15658,0.15599,0.13046,0.1388,0.13291,0.11606,0.13892,0.13207,0.20248,0.15817,0.16006,0.16083,0.15177,0.19175,0.10144,0.13698,0.1558,0.14737,0.12647,0.12331,0.12966,0.13092,0.13213,0.12985,0.14066,0.12743,0.14399,0.16261,0.1158,0.12797,0.11768,0.13037,0.14606,0.11899,0.1074,0.11248,0.12723,0.11628,0.11259,0.14713,0.15767,0.10793,0.10877,0.14455,0.12106,0.12618,0.15266,0.12143,0.12026,0.13301,0.13757,0.13263,0.11404,0.10946,0.11653,0.12152,0.14574,0.15162,0.11874,0.12593,0.15228,0.13809,0.13342,0.12623,0.12205,0.14345,0.13095,0.15337,0.1528,0.13444,0.13221,0.11754,0.13879,0.11089,0.10994,0.16832
