ID,A0A0H3KB22,A0A0R0FIC1,A0A0R0GAG6,A0A0R4J536,A0A0Z8EWX1,A0A1B8PDY4,A0A1D6F795,A0A1D6KKP7,A0A1D6L6E5,A0A1D8PS33,A0A1F2VBE7,A0A1F2WQF4,A0A1I3QG02,A0A1I5E523,A0A2V9HK14,A0A3D4P501,A0A3N0ANJ2,A0A661U9F1,A3DDW1,A4HSJ7,A4HWP3,A4HWS3,A4HY57,A4I0J4,A4IGH2,A4J6G2,A7RNF3,B4FFP5,B4FJY4,B5DF48,B6TM42,B8A031,B9M511,C0PGU3,C0PN26,C6FX51,C6KT59,D3ZVG1,D4ACM1,E4N8S5,EIC300131,F4IVY6,H2JHX2,HED132381,I1JHY9,I1JXG4,I1JXG5,I1KTQ5,I1KXG4,I1LFP7,I1LIK7,I1LNN6,K7K4A9,K7LNH5,L4IZD0,MBB2876758-1,MBI19861291,MBL84112071,MBL84891351,MBM41893231,MBN8969022-1,MBO69482481,MBS03225261,MBS03678631,MBU07513571,MCA0419989-1,NOQ145911,NWG304921,O13642,O14023,O24770,O31423,O43766,O59761,O59778,O70600,OQW784741,P0A9N4,P0A9N8,P0AEI1,P0AEI4,P12996,P30140,P30745,P32131,P32451,P32875,P36979,P52062,P54967,P60716,P64554,P69848,P9WJS3,P9WPQ7,Q02908,Q08960,Q08C92,Q09316,Q0E297,Q0JD33,Q0JKY3,Q0TTH1,Q10QB5,Q1ZXC6,Q20624,Q21452,Q23651,Q2FV03,Q2FVJ7,Q2FXH0,Q2FXY9,Q2FXZ6,Q2FZ02,Q2FZ66,Q2FZX4,Q2G1D7,Q2G1X7,Q2MFI7,Q2QQ49,Q2QU90,Q2R1U4,Q39055,Q3ABV3,Q46CH7,Q46E78,Q4CUJ9,Q4CXG8,Q4DC43,Q4DKU2,Q4DPP3,Q4DT80,Q4DXJ3,Q4DYL7,Q4E0Z1,Q54J76,Q54KV4,Q54NM6,Q54VE8,Q56184,Q5IW0,Q5JM88,Q5RH95,Q5RIC0,Q5RKZ7,Q5SUV1,Q5VV42,Q5XIH4,Q5ZAQ2,Q69U93,Q6L534,Q6NUM6,Q6PG34,Q6PHG4,Q70KE5,Q7JQW6,Q7K4W1,Q7X7L3,Q7XRF1,Q841K7,Q84JV6,Q8BJM7,Q8BTW8,Q8CBB9,Q8G907,Q8H0V1,Q8H8N3,Q8I3L6,Q8I5E0,Q8IDQ0,Q8IM25,Q8IQF1,Q8LEE8,Q8MXQ7,Q8RXN5,Q8WXG1,Q91WE6,Q93XX3,Q93ZR1
A0A1F2VBE7,0.12778,0.11932,0.12889,0.1379,0.17416,0.1542,0.11455,0.15674,0.13397,0.1205,1.0,0.21795,0.1396,0.16102,0.23679,0.22082,0.26269,0.24834,0.1363,0.11902,0.12455,0.12506,0.14247,0.13078,0.14323,0.17053,0.16944,0.13724,0.16258,0.13849,0.14528,0.14747,0.24749,0.16108,0.1293,0.11236,0.12363,0.17355,0.13952,0.1509,0.22629,0.12523,0.19471,0.26203,0.11582,0.13918,0.14923,0.14967,0.14336,0.1281,0.15401,0.14391,0.15497,0.13144,0.11968,0.12388,0.23653,0.25725,0.2486,0.22001,0.12758,0.23509,0.27717,0.26709,0.20069,0.12691,0.24075,0.19859,0.11498,0.13942,0.12191,0.18637,0.13905,0.13719,0.12093,0.18746,0.26091,0.11622,0.13748,0.14003,0.12453,0.11216,0.13917,0.15107,0.15482,0.12926,0.12365,0.14134,0.12539,0.1586,0.16907,0.13203,0.13793,0.14641,0.118,0.1477,0.15364,0.13069,0.11592,0.17861,0.13865,0.14268,0.15204,0.13509,0.12861,0.14616,0.14386,0.13868,0.14408,0.13157,0.10897,0.15059,0.17519,0.11935,0.1446,0.14234,0.15005,0.14655,0.16065,0.1687,0.15224,0.13733,0.18353,0.14072,0.19276,0.1272,0.12004,0.13424,0.14679,0.14897,0.12016,0.15044,0.14299,0.14564,0.12896,0.13142,0.11743,0.15254,0.12962,0.12822,0.15119,0.13152,0.1689,0.14959,0.17164,0.14608,0.14863,0.13671,0.15001,0.15553,0.15899,0.12954,0.14213,0.12531,0.14885,0.1415,0.135,0.15081,0.14953,0.1535,0.13642,0.13585,0.13374,0.17949,0.13583,0.12534,0.13481,0.11213,0.12758,0.13762,0.15468,0.1631,0.13702,0.12122,0.1199,0.12996,0.13724,0.14116,0.15595
A0A1F2WQF4,0.13299,0.12959,0.12591,0.12812,0.18283,0.16823,0.14991,0.16535,0.13699,0.13444,0.21795,1.0,0.15082,0.13369,0.18798,0.14542,0.17563,0.31604,0.16349,0.14417,0.14672,0.12522,0.14821,0.21613,0.13672,0.14488,0.20097,0.12376,0.1354,0.15541,0.15441,0.14448,0.208,0.12928,0.15735,0.11819,0.13898,0.12917,0.14001,0.15403,0.16914,0.13722,0.13583,0.20118,0.14593,0.12303,0.11731,0.14685,0.11833,0.13595,0.16134,0.12469,0.12269,0.1211,0.10262,0.14876,0.14539,0.18618,0.20364,0.17817,0.1238,0.15981,0.2015,0.2185,0.1781,0.15384,0.18838,0.18907,0.13244,0.13084,0.12381,0.18479,0.14263,0.1482,0.15413,0.18222,0.18849,0.16519,0.15199,0.14254,0.13242,0.1501,0.12899,0.1465,0.1146,0.16432,0.12833,0.17039,0.11821,0.17881,0.19319,0.13549,0.12837,0.15692,0.12596,0.12954,0.16442,0.13586,0.12191,0.13379,0.12363,0.14912,0.16891,0.15482,0.14897,0.13597,0.17714,0.13734,0.13648,0.14036,0.1256,0.13851,0.13928,0.14167,0.15292,0.15802,0.1341,0.15452,0.17015,0.13451,0.12088,0.1457,0.1361,0.12558,0.18144,0.13982,0.15038,0.12187,0.12995,0.17093,0.14282,0.1359,0.15706,0.135,0.13925,0.15777,0.11698,0.13999,0.12779,0.12229,0.14758,0.13051,0.19917,0.13087,0.13738,0.16021,0.1661,0.15822,0.16437,0.16929,0.17915,0.12745,0.15134,0.1397,0.11795,0.14634,0.16505,0.1295,0.15835,0.12791,0.13235,0.1336,0.14374,0.1893,0.15226,0.13728,0.12678,0.12988,0.11335,0.15717,0.13466,0.14654,0.2033,0.12522,0.12896,0.14499,0.16321,0.15429,0.12197
A0A1I3QG02,0.14897,0.12336,0.14302,0.18086,0.18653,0.13993,0.11987,0.13218,0.13016,0.13723,0.1396,0.15082,1.0,0.17022,0.19714,0.16929,0.12159,0.13304,0.13402,0.1323,0.11798,0.12944,0.18223,0.12464,0.13245,0.14838,0.16941,0.13487,0.12009,0.16968,0.1181,0.16324,0.1656,0.11939,0.16168,0.13423,0.13063,0.18625,0.12379,0.14998,0.16023,0.14107,0.14244,0.14893,0.13323,0.14727,0.11916,0.14738,0.13649,0.19975,0.13303,0.14085,0.1317,0.1406,0.139,0.15447,0.17895,0.1732,0.19005,0.16632,0.12893,0.12715,0.1864,0.16465,0.18828,0.15975,0.16062,0.17349,0.17149,0.11574,0.11575,0.17805,0.13238,0.11356,0.1343,0.16625,0.17197,0.13718,0.12239,0.1382,0.12969,0.13113,0.11229,0.17763,0.12501,0.12235,0.14548,0.11149,0.11933,0.11003,0.14278,0.18944,0.13196,0.17522,0.13007,0.11383,0.13054,0.15466,0.11253,0.16092,0.13211,0.14583,0.1266,0.16789,0.12445,0.16134,0.13291,0.10932,0.14355,0.1255,0.13528,0.11415,0.1665,0.13106,0.22162,0.18392,0.1432,0.14223,0.13408,0.15721,0.12,0.11806,0.14694,0.13081,0.16768,0.13944,0.11779,0.13571,0.19563,0.13238,0.13368,0.13961,0.12626,0.15937,0.12624,0.12398,0.1554,0.19921,0.11816,0.11792,0.12823,0.15362,0.21451,0.10929,0.17483,0.13448,0.16015,0.13545,0.12282,0.12673,0.12799,0.11828,0.14251,0.13637,0.13018,0.13786,0.1378,0.12022,0.1847,0.19848,0.17339,0.16618,0.15044,0.16961,0.13455,0.12209,0.13579,0.13968,0.12412,0.17171,0.1491,0.18247,0.13707,0.15572,0.14156,0.13977,0.15643,0.15123,0.12068
A0A1I5E523,0.14904,0.14144,0.13764,0.16235,0.14128,0.14116,0.14049,0.13678,0.1571,0.11794,0.16102,0.13369,0.17022,1.0,0.17905,0.15738,0.1591,0.1467,0.16152,0.12521,0.13729,0.16341,0.12811,0.11588,0.1265,0.12634,0.13591,0.15869,0.1131,0.12637,0.12845,0.15264,0.22631,0.11348,0.1522,0.12568,0.13906,0.19814,0.14417,0.17275,0.38668,0.13815,0.17334,0.34375,0.13331,0.10927,0.11987,0.17695,0.12319,0.19739,0.12228,0.13593,0.12443,0.11098,0.15014,0.11899,0.3487,0.39499,0.34039,0.35461,0.13417,0.34805,0.37333,0.404,0.39835,0.12035,0.3645,0.35763,0.14975,0.14893,0.10195,0.24382,0.12092,0.13019,0.1252,0.14415,0.35277,0.13179,0.13244,0.1216,0.20397,0.14698,0.13959,0.21929,0.12477,0.13065,0.12641,0.13571,0.11583,0.12067,0.15118,0.16602,0.15691,0.14653,0.12896,0.13307,0.13727,0.12283,0.13836,0.22186,0.15978,0.1292,0.13993,0.15307,0.13881,0.20939,0.13887,0.13785,0.12715,0.11603,0.14116,0.14324,0.14137,0.14174,0.14662,0.16134,0.14808,0.14769,0.12389,0.21565,0.11993,0.1354,0.2,0.13026,0.32196,0.1222,0.12815,0.13165,0.11223,0.1269,0.12407,0.13565,0.13519,0.15601,0.14538,0.13595,0.12967,0.19641,0.13761,0.1684,0.17226,0.16047,0.14136,0.14054,0.2163,0.12869,0.13576,0.12246,0.13732,0.13973,0.13873,0.12779,0.15062,0.12053,0.16606,0.13423,0.13728,0.12244,0.15843,0.14175,0.1962,0.13377,0.14744,0.14851,0.15487,0.12592,0.15126,0.14543,0.13046,0.12209,0.15731,0.19408,0.14521,0.15187,0.1555,0.11787,0.13357,0.12079,0.12297
A0A2V9HK14,0.15041,0.12839,0.10813,0.13132,0.20061,0.17035,0.13661,0.13342,0.12086,0.16337,0.23679,0.18798,0.19714,0.17905,1.0,0.19881,0.15789,0.19221,0.13074,0.12497,0.12852,0.11497,0.12364,0.13205,0.16386,0.1222,0.18143,0.12771,0.16334,0.11173,0.12791,0.11529,0.41435,0.15796,0.13348,0.11815,0.12578,0.18002,0.15853,0.19812,0.18698,0.13488,0.19489,0.20976,0.14505,0.1394,0.16962,0.16895,0.12378,0.15708,0.1271,0.11932,0.1253,0.14882,0.11959,0.11355,0.1864,0.21358,0.20702,0.19093,0.13044,0.17714,0.18143,0.19154,0.17171,0.1207,0.17936,0.18352,0.14328,0.16994,0.12143,0.17199,0.1357,0.14061,0.13077,0.17941,0.16917,0.13182,0.14642,0.13465,0.13188,0.12594,0.14183,0.16465,0.1477,0.13721,0.13352,0.1477,0.11719,0.14268,0.15975,0.13032,0.15011,0.16836,0.13607,0.14293,0.14509,0.13768,0.13468,0.15679,0.13055,0.14365,0.13482,0.14273,0.14971,0.14732,0.12716,0.15292,0.12864,0.1146,0.12486,0.12924,0.15709,0.12136,0.13964,0.16043,0.13115,0.12615,0.12155,0.16123,0.12992,0.12293,0.14318,0.19335,0.29564,0.12272,0.1299,0.12237,0.13851,0.1402,0.12254,0.15599,0.12476,0.1498,0.14987,0.13135,0.12345,0.15912,0.13362,0.12857,0.118,0.13305,0.15101,0.15199,0.18203,0.16137,0.13095,0.14288,0.12708,0.12904,0.12782,0.15864,0.12124,0.12718,0.13923,0.14444,0.12418,0.15756,0.11452,0.15569,0.15315,0.12784,0.12324,0.17529,0.14875,0.13341,0.12456,0.12196,0.1277,0.12726,0.16466,0.12476,0.15241,0.12965,0.11385,0.13863,0.13511,0.12971,0.1746
A0A3D4P501,0.11775,0.12483,0.14007,0.17312,0.17074,0.14758,0.11595,0.13561,0.14599,0.15525,0.22082,0.14542,0.16929,0.15738,0.19881,1.0,0.14918,0.23224,0.13455,0.14858,0.12001,0.10857,0.1287,0.13395,0.15196,0.15928,0.15966,0.13097,0.13182,0.14968,0.14207,0.16191,0.2099,0.13442,0.1674,0.12458,0.12338,0.18747,0.12568,0.13836,0.1455,0.12424,0.20136,0.13913,0.12041,0.1208,0.12509,0.18339,0.11762,0.14286,0.12585,0.12916,0.13037,0.13577,0.13709,0.13674,0.1605,0.13108,0.15485,0.14025,0.15546,0.13735,0.16336,0.14502,0.14024,0.15028,0.15737,0.16504,0.13561,0.12564,0.10112,0.15953,0.12821,0.14645,0.12632,0.13766,0.13415,0.12407,0.16249,0.15102,0.13077,0.12478,0.11159,0.23167,0.15835,0.12709,0.15035,0.11196,0.14841,0.12037,0.12518,0.12142,0.17242,0.14762,0.13601,0.11717,0.12496,0.15648,0.1546,0.17531,0.11833,0.12108,0.13992,0.14403,0.1211,0.16372,0.12306,0.13266,0.15246,0.12884,0.13424,0.15852,0.12425,0.1542,0.11685,0.11793,0.13381,0.14899,0.16483,0.18566,0.17746,0.12655,0.17284,0.1327,0.16051,0.1139,0.11452,0.12447,0.121,0.136,0.11249,0.13443,0.14472,0.15188,0.13776,0.12702,0.14012,0.14968,0.13216,0.11912,0.12539,0.1242,0.15744,0.10856,0.1737,0.15738,0.13578,0.12482,0.15968,0.12977,0.16095,0.1734,0.13564,0.16767,0.1318,0.16508,0.13011,0.11482,0.17459,0.12308,0.13779,0.15876,0.12255,0.14098,0.14818,0.12718,0.13422,0.14106,0.13151,0.14247,0.13011,0.14247,0.15084,0.1244,0.13791,0.13616,0.14643,0.11418,0.14089
A0A3N0ANJ2,0.14828,0.1357,0.15429,0.13572,0.16539,0.13202,0.13009,0.12485,0.11734,0.13511,0.26269,0.17563,0.12159,0.1591,0.15789,0.14918,1.0,0.1475,0.13024,0.16233,0.1731,0.12068,0.11845,0.13312,0.16564,0.1505,0.13992,0.12176,0.12458,0.13105,0.11413,0.11492,0.18001,0.12019,0.1353,0.1294,0.1204,0.14984,0.14727,0.15162,0.16024,0.14354,0.19776,0.20088,0.16945,0.12808,0.1418,0.12236,0.1398,0.14878,0.14165,0.12999,0.16052,0.14492,0.12373,0.13548,0.16463,0.1605,0.1536,0.18045,0.13062,0.17709,0.16552,0.16259,0.173,0.15615,0.19419,0.15987,0.13011,0.13864,0.13071,0.2501,0.13316,0.14534,0.11595,0.12784,0.17777,0.15265,0.13508,0.13356,0.12861,0.14292,0.13391,0.14952,0.14868,0.18055,0.12933,0.14166,0.16588,0.13355,0.14923,0.17293,0.13541,0.14193,0.11388,0.1399,0.13885,0.10967,0.1024,0.13091,0.12895,0.13377,0.13525,0.13772,0.12491,0.11989,0.10639,0.13819,0.13433,0.11322,0.15265,0.13537,0.13443,0.12364,0.13578,0.13173,0.12886,0.20483,0.16763,0.13126,0.13794,0.12265,0.12056,0.12492,0.14561,0.12823,0.12323,0.16215,0.1369,0.11606,0.12735,0.1307,0.12325,0.13941,0.12846,0.12318,0.1227,0.13798,0.12818,0.12955,0.15671,0.14069,0.1353,0.13322,0.16371,0.15363,0.13227,0.13783,0.11187,0.12236,0.1382,0.12769,0.1227,0.13192,0.12523,0.14122,0.13671,0.13154,0.14379,0.16971,0.13419,0.14421,0.12004,0.12584,0.17406,0.14394,0.11595,0.16344,0.11831,0.12657,0.13153,0.14552,0.13853,0.13175,0.1287,0.13487,0.13449,0.12077,0.13102
A0A661U9F1,0.13792,0.12881,0.11851,0.13342,0.19142,0.13142,0.14965,0.1032,0.14971,0.14551,0.24834,0.31604,0.13304,0.1467,0.19221,0.23224,0.1475,1.0,0.14051,0.13751,0.12956,0.12964,0.11938,0.12103,0.13169,0.14529,0.1599,0.13077,0.15247,0.13114,0.10688,0.13794,0.19985,0.15321,0.1284,0.12752,0.15283,0.15632,0.15216,0.12322,0.20094,0.14033,0.22135,0.18047,0.15263,0.14433,0.14386,0.13021,0.13594,0.14202,0.10999,0.12125,0.14618,0.13244,0.13272,0.1398,0.19472,0.21247,0.24813,0.19253,0.11936,0.19485,0.24858,0.22644,0.24033,0.1201,0.22786,0.21885,0.14415,0.1615,0.11559,0.15889,0.14013,0.12396,0.11795,0.14359,0.24862,0.13493,0.13096,0.14764,0.13838,0.12413,0.147,0.14374,0.16258,0.13668,0.13415,0.11176,0.11693,0.12121,0.13892,0.15686,0.15118,0.15244,0.12345,0.14546,0.12971,0.15278,0.12806,0.14675,0.12122,0.12236,0.13615,0.11867,0.11967,0.14384,0.12162,0.14674,0.15809,0.12779,0.12799,0.13726,0.12969,0.15259,0.1429,0.14233,0.14081,0.18086,0.19436,0.13745,0.13256,0.15603,0.18711,0.12815,0.24559,0.15617,0.11897,0.15543,0.13666,0.12591,0.11014,0.16065,0.15563,0.12706,0.11903,0.12238,0.15967,0.14431,0.12982,0.14698,0.13768,0.12434,0.1693,0.13462,0.14902,0.15256,0.12197,0.15609,0.14399,0.09727,0.12682,0.12209,0.12233,0.16036,0.14781,0.16212,0.12411,0.14952,0.15242,0.15632,0.12375,0.1167,0.13911,0.14107,0.15241,0.12231,0.14555,0.1302,0.13222,0.13331,0.13624,0.193,0.15072,0.14888,0.11599,0.15523,0.12676,0.15211,0.16276
A3DDW1,0.14871,0.19554,0.17746,0.12198,0.14288,0.1358,0.12111,0.12889,0.17084,0.15109,0.1363,0.16349,0.13402,0.16152,0.13074,0.13455,0.13024,0.14051,1.0,0.17,0.14602,0.11768,0.18782,0.13034,0.15552,0.12944,0.12662,0.13737,0.12576,0.1367,0.12147,0.14159,0.16469,0.13029,0.13926,0.12026,0.1402,0.15171,0.11549,0.14361,0.15984,0.19093,0.13287,0.14607,0.18739,0.1703,0.13047,0.14992,0.17605,0.14107,0.13246,0.14765,0.14331,0.13957,0.12877,0.15555,0.16655,0.14857,0.12052,0.19453,0.1278,0.16598,0.13717,0.1408,0.11992,0.13311,0.13767,0.14113,0.14204,0.13345,0.10913,0.13592,0.20398,0.12398,0.14504,0.14555,0.14105,0.15779,0.14268,0.14233,0.12176,0.15818,0.11022,0.17811,0.13588,0.13303,0.1368,0.13494,0.18449,0.12456,0.16417,0.12421,0.13966,0.1214,0.13048,0.14603,0.12811,0.14804,0.10806,0.1718,0.15536,0.17034,0.18588,0.12464,0.12332,0.13488,0.16304,0.15877,0.15569,0.12368,0.12963,0.13923,0.10959,0.18374,0.18128,0.15229,0.16065,0.1238,0.12331,0.15121,0.13791,0.1352,0.17189,0.10966,0.16893,0.12159,0.12122,0.18913,0.1461,0.11738,0.12668,0.16568,0.14743,0.12559,0.13721,0.1489,0.11617,0.15498,0.12798,0.12694,0.13548,0.16144,0.12737,0.13045,0.16575,0.13663,0.13683,0.2091,0.1385,0.12148,0.16632,0.17294,0.16223,0.21939,0.15051,0.18035,0.11677,0.11965,0.1352,0.14416,0.13631,0.137,0.10393,0.1415,0.14408,0.11664,0.17967,0.16344,0.13973,0.16755,0.15485,0.13714,0.17285,0.12584,0.17129,0.12321,0.14159,0.16746,0.14003
A4HSJ7,0.12782,0.60867,0.59181,0.12121,0.16634,0.14921,0.13563,0.12374,0.61547,0.12751,0.11902,0.14417,0.1323,0.12521,0.12497,0.14858,0.16233,0.13751,0.17,1.0,0.49454,0.12483,0.13865,0.12994,0.15086,0.13911,0.15531,0.13958,0.10401,0.57474,0.11264,0.12014,0.1303,0.11257,0.14403,0.12381,0.18908,0.11246,0.12014,0.13513,0.11644,0.11638,0.12118,0.12364,0.11842,0.1739,0.11468,0.12601,0.13302,0.13192,0.11851,0.13852,0.13162,0.11983,0.1468,0.1816,0.12933,0.13375,0.12974,0.13472,0.16385,0.12918,0.13136,0.12403,0.1355,0.14243,0.12428,0.12561,0.13009,0.13154,0.13263,0.14247,0.15786,0.58161,0.13161,0.14318,0.11491,0.1392,0.14867,0.13605,0.14859,0.13923,0.13208,0.12332,0.15213,0.12092,0.12796,0.14018,0.12778,0.13541,0.12396,0.11211,0.16572,0.14873,0.12406,0.13732,0.42288,0.4964,0.14038,0.13029,0.18235,0.12951,0.13637,0.12464,0.12274,0.11049,0.16632,0.12644,0.14977,0.13433,0.15191,0.13356,0.14776,0.19958,0.12955,0.12463,0.1468,0.17019,0.13854,0.1143,0.12443,0.13227,0.12432,0.12853,0.12161,0.12082,0.13029,0.83543,0.12587,0.11303,0.13035,0.13933,0.15712,0.13071,0.51291,0.12243,0.14812,0.12795,0.12786,0.15257,0.12627,0.13309,0.13508,0.1321,0.12767,0.13685,0.16341,0.14452,0.13437,0.11476,0.13054,0.64012,0.17594,0.12655,0.15746,0.14237,0.14901,0.12633,0.13642,0.13845,0.13572,0.54224,0.14767,0.14718,0.14151,0.13401,0.59805,0.51862,0.13866,0.14166,0.12711,0.12053,0.14337,0.14386,0.62382,0.13467,0.14561,0.12806,0.11981
A4HWP3,0.1315,0.48537,0.478,0.13439,0.133,0.12248,0.14342,0.12399,0.51177,0.12648,0.12455,0.14672,0.11798,0.13729,0.12852,0.12001,0.1731,0.12956,0.14602,0.49454,1.0,0.11226,0.13456,0.11728,0.13683,0.10959,0.17472,0.13908,0.11129,0.43244,0.10882,0.13316,0.1278,0.11293,0.1104,0.13163,0.15368,0.11512,0.10788,0.13408,0.1355,0.11929,0.12365,0.13398,0.11879,0.10983,0.11954,0.12556,0.10992,0.12687,0.11416,0.13097,0.12391,0.10878,0.12217,0.12192,0.13862,0.12355,0.13611,0.14752,0.13512,0.12971,0.1344,0.13206,0.1434,0.12998,0.14723,0.13132,0.11879,0.13314,0.10725,0.15487,0.11139,0.45889,0.12709,0.15857,0.13738,0.13485,0.14816,0.14882,0.11559,0.13322,0.12487,0.15277,0.16245,0.11146,0.12483,0.14998,0.16269,0.15603,0.14835,0.1295,0.13466,0.13565,0.11692,0.1275,0.45346,0.38624,0.14393,0.1323,0.15916,0.15979,0.15129,0.13511,0.13034,0.14743,0.13598,0.1203,0.13862,0.1368,0.13374,0.1247,0.13039,0.14582,0.13078,0.12271,0.12142,0.14411,0.13214,0.12549,0.12837,0.12806,0.13395,0.12476,0.13793,0.15686,0.1442,0.50733,0.12657,0.11163,0.14011,0.12511,0.12338,0.12771,0.76444,0.12154,0.12085,0.1194,0.13666,0.12193,0.15588,0.13734,0.13492,0.12036,0.11177,0.11834,0.13117,0.12567,0.12505,0.11908,0.12384,0.47999,0.13747,0.13762,0.15854,0.1161,0.12973,0.11867,0.13344,0.16529,0.13488,0.41268,0.11186,0.14361,0.13354,0.16327,0.48491,0.558,0.12178,0.13442,0.12946,0.12009,0.11809,0.15351,0.50494,0.14346,0.1377,0.12783,0.11273
A4HWS3,0.11471,0.12593,0.12813,0.12641,0.13203,0.12759,0.10541,0.1217,0.12868,0.13911,0.12506,0.12522,0.12944,0.16341,0.11497,0.10857,0.12068,0.12964,0.11768,0.12483,0.11226,1.0,0.15294,0.25743,0.12195,0.13097,0.14456,0.12634,0.21953,0.1306,0.13106,0.1263,0.13673,0.21586,0.13657,0.10915,0.1205,0.1338,0.25451,0.16594,0.15695,0.12647,0.14942,0.13548,0.11595,0.12845,0.23748,0.13383,0.1104,0.12347,0.13669,0.1226,0.12448,0.17214,0.16126,0.12565,0.17859,0.15337,0.16992,0.15133,0.12727,0.18808,0.15258,0.1648,0.17824,0.13496,0.15514,0.16883,0.13227,0.2726,0.123,0.14642,0.10793,0.14013,0.14082,0.13148,0.13904,0.11162,0.13287,0.11692,0.11129,0.1445,0.11537,0.11355,0.12233,0.11717,0.11463,0.11449,0.11475,0.13104,0.12464,0.14739,0.11081,0.12323,0.12139,0.2432,0.1257,0.15065,0.12168,0.1171,0.12016,0.12351,0.13204,0.14743,0.26163,0.1419,0.12783,0.27637,0.12238,0.14977,0.15107,0.13768,0.12548,0.13881,0.11618,0.13154,0.11098,0.13059,0.12428,0.12083,0.11434,0.12323,0.12433,0.15137,0.11836,0.13276,0.42316,0.15333,0.13505,0.2717,0.40658,0.12226,0.12589,0.13904,0.10949,0.11273,0.11546,0.11809,0.11724,0.11415,0.11594,0.1252,0.13405,0.28872,0.12697,0.14388,0.12101,0.13797,0.13986,0.11845,0.12173,0.14002,0.10948,0.12244,0.1146,0.12022,0.11023,0.23406,0.1194,0.13984,0.14293,0.1355,0.16364,0.13276,0.14249,0.12642,0.1157,0.10451,0.26716,0.12466,0.11794,0.12852,0.11903,0.14143,0.11717,0.12669,0.10944,0.11824,0.20858
A4HY57,0.13038,0.15889,0.152,0.5277,0.15457,0.13699,0.1433,0.13814,0.1649,0.11965,0.14247,0.14821,0.18223,0.12811,0.12364,0.1287,0.11845,0.11938,0.18782,0.13865,0.13456,0.15294,1.0,0.11529,0.17389,0.13612,0.13044,0.15547,0.11551,0.12673,0.13337,0.54929,0.13672,0.11355,0.3496,0.10871,0.14769,0.15021,0.13098,0.12054,0.13246,0.16043,0.12283,0.12152,0.13919,0.15761,0.10927,0.14049,0.14287,0.15587,0.15175,0.1412,0.13845,0.13585,0.17117,0.1806,0.1279,0.12162,0.15472,0.15087,0.18133,0.11111,0.17226,0.14868,0.13542,0.16221,0.11625,0.15835,0.43623,0.11905,0.11991,0.13867,0.45098,0.13168,0.12182,0.11928,0.15857,0.15514,0.17634,0.15707,0.13223,0.11956,0.11832,0.13636,0.16065,0.11895,0.46695,0.11698,0.13729,0.14298,0.22348,0.12107,0.17668,0.14076,0.14613,0.12801,0.13518,0.13438,0.11714,0.15796,0.14695,0.14292,0.13253,0.12926,0.12933,0.14477,0.46501,0.14996,0.14563,0.11669,0.14838,0.15923,0.11885,0.114,0.13252,0.31117,0.13721,0.17086,0.13201,0.14997,0.17736,0.12893,0.13071,0.13615,0.13323,0.13862,0.13254,0.14424,0.82324,0.14042,0.12357,0.14326,0.13765,0.74232,0.14097,0.11837,0.16451,0.12489,0.12606,0.12966,0.15677,0.14449,0.14622,0.13188,0.14709,0.17398,0.12774,0.45803,0.42108,0.12851,0.44295,0.18402,0.13015,0.45519,0.13281,0.46718,0.11962,0.12503,0.57471,0.13067,0.13979,0.13526,0.1277,0.12521,0.13396,0.16713,0.18096,0.15697,0.13503,0.40985,0.14779,0.11754,0.4492,0.13918,0.15786,0.1602,0.12155,0.13487,0.12259
A4I0J4,0.12338,0.13372,0.12531,0.11827,0.138,0.11026,0.14861,0.20757,0.12279,0.14036,0.13078,0.21613,0.12464,0.11588,0.13205,0.13395,0.13312,0.12103,0.13034,0.12994,0.11728,0.25743,0.11529,1.0,0.15695,0.11383,0.11622,0.11748,0.19442,0.11967,0.18091,0.14668,0.1231,0.18732,0.13492,0.14261,0.10233,0.11152,0.22333,0.11926,0.15227,0.12024,0.13141,0.15562,0.12863,0.12112,0.20351,0.10927,0.1072,0.15575,0.18451,0.126,0.13172,0.14873,0.13694,0.10812,0.17612,0.1486,0.15195,0.16543,0.13333,0.12452,0.17966,0.16444,0.173,0.15263,0.1501,0.15158,0.11812,0.20065,0.11605,0.14397,0.11461,0.12193,0.14058,0.1481,0.1418,0.12442,0.13002,0.11714,0.12138,0.18362,0.11205,0.12701,0.12911,0.12084,0.12004,0.16504,0.11647,0.13716,0.16193,0.14284,0.12696,0.1408,0.13314,0.19338,0.12332,0.12894,0.12628,0.14344,0.11913,0.11906,0.14765,0.12328,0.21664,0.17421,0.12083,0.20713,0.14622,0.13717,0.16789,0.13862,0.14434,0.11698,0.15046,0.12364,0.12294,0.12922,0.12452,0.12651,0.14495,0.16264,0.13103,0.12858,0.10633,0.15027,0.19181,0.11907,0.12248,0.8804,0.18797,0.11889,0.11796,0.13108,0.10874,0.12398,0.13628,0.12447,0.12403,0.15441,0.17403,0.11462,0.13845,0.20003,0.11795,0.12252,0.13172,0.12152,0.12183,0.20994,0.11169,0.11773,0.11532,0.11906,0.12256,0.1294,0.12098,0.19021,0.14747,0.11526,0.13486,0.1044,0.14169,0.14445,0.13623,0.17173,0.13918,0.11589,0.46721,0.1247,0.11877,0.12963,0.12887,0.10664,0.12695,0.13492,0.12351,0.12902,0.19504
