tr|A0A0A2WD25|A0A0A2WD25_BEABA	tr|A0A0K6LV95|A0A0K6LV95_BACIU	tr|A0A0K6LV95|A0A0K6LV95_BACIU GTP pyrophosphokinase OS=Bacillus subtilis GN=relA PE=3 SV=1 Split=0 	0.0
tr|A0A1M6HU51|A0A1M6HU51_9RHOB	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	2.21e-150
tr|A0A1M6IG46|A0A1M6IG46_9FIRM	tr|G7PPY8|G7PPY8_MACFA	tr|G7PPY8|G7PPY8_MACFA T12 OS=Macaca fascicularis GN=EGM_05537 PE=4 SV=1 Split=0 	1.3
tr|A0A1M6J1A8|A0A1M6J1A8_9BACT	tr|I3ML62|I3ML62_ICTTR	tr|I3ML62|I3ML62_ICTTR Uncharacterized protein OS=Ictidomys tridecemlineatus GN=FAM120B PE=4 SV=1 Split=0 	0.21
tr|A0A1M6JAQ8|A0A1M6JAQ8_9BACT	tr|W5GSD5|W5GSD5_WHEAT	tr|W5GSD5|W5GSD5_WHEAT Uncharacterized protein OS=Triticum aestivum PE=4 SV=1 Split=0 	4.2
tr|A0A1M6JJL6|A0A1M6JJL6_9PROT	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	8.43e-116
tr|A0A1M6JLY9|A0A1M6JLY9_9FIRM	sp|A0Q7Q5|TRMB_FRATN	sp|A0Q7Q5|TRMB_FRATN tRNA (guanine-N(7)-)-methyltransferase OS=Francisella tularensis subsp. novicida (strain U112) GN=trmB PE=3 SV=1 Split=0 	2.0
tr|A0A1M6KKE0|A0A1M6KKE0_9ACTN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	5.83e-127
tr|A0A1M6KLT7|A0A1M6KLT7_9ACTN	tr|A0A0U4CQL9|A0A0U4CQL9_CLOTM	tr|A0A0U4CQL9|A0A0U4CQL9_CLOTM Cellulosome anchoring protein cohesin region OS=Ruminiclostridium thermocellum AD2 GN=AD2_00637 PE=4 SV=1 Split=0 	1.7
tr|A0A1M6MIG8|A0A1M6MIG8_9FIRM	sp|Q74K65|POTA_LACJO	sp|Q74K65|POTA_LACJO Spermidine/putrescine import ATP-binding protein PotA OS=Lactobacillus johnsonii (strain CNCM I-12250 / La1 / NCC 533) GN=potA PE=3 SV=1 Split=0 	0.010
tr|A0A1M6QAS7|A0A1M6QAS7_9FLAO	tr|N6VS10|N6VS10_9EURY	tr|N6VS10|N6VS10_9EURY H(2)-dependent methylenetetrahydromethanopterin dehydrogenase-related protein OS=Methanocaldococcus villosus KIN24-T80 GN=J422_01196 PE=4 SV=1 Split=0 	1.3
tr|A0A1M6QWR4|A0A1M6QWR4_FIBS6	tr|A0A0B5KRT5|A0A0B5KRT5_9THEM	tr|A0A0B5KRT5|A0A0B5KRT5_9THEM 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase OS=Thermotoga sp. RQ7 GN=ispE PE=3 SV=1 Split=0 	0.48
tr|A0A1M6QX03|A0A1M6QX03_9BACT	sp|Q9FKA0|NAC92_ARATH	sp|Q9FKA0|NAC92_ARATH NAC domain-containing protein 92 OS=Arabidopsis thaliana GN=NAC92 PE=1 SV=1 Split=0 	0.91
tr|A0A1M6R7V9|A0A1M6R7V9_9BACT	tr|A0A0P9DZ97|A0A0P9DZ97_9ARCH	tr|A0A0P9DZ97|A0A0P9DZ97_9ARCH Probable L-aspartate decarboxylase OS=Candidatus Bathyarchaeota archaeon BA2 GN=mfnA PE=3 SV=1 Split=0 	0.53
tr|A0A1M6TL76|A0A1M6TL76_9BACT	sp|A2R4T4|SEC16_ASPNC	sp|A2R4T4|SEC16_ASPNC COPII coat assembly protein sec16 OS=Aspergillus niger (strain CBS 513.88 / FGSC A1513) GN=sec16 PE=3 SV=2 Split=0 	1.1
tr|A0A1M6UMD0|A0A1M6UMD0_9BACT	tr|A0A060XPV0|A0A060XPV0_ONCMY	tr|A0A060XPV0|A0A060XPV0_ONCMY Uncharacterized protein OS=Oncorhynchus mykiss GN=GSONMT00019070001 PE=3 SV=1 Split=0 	2.2
tr|A0A1M6VNZ9|A0A1M6VNZ9_9BACT	tr|A0A0C2QHY8|A0A0C2QHY8_9CYAN	tr|A0A0C2QHY8|A0A0C2QHY8_9CYAN Glycine dehydrogenase (decarboxylating) OS=Scytonema tolypothrichoides VB-61278 GN=gcvP PE=3 SV=1 Split=0 	3.1
tr|A0A1M6VWG2|A0A1M6VWG2_9FIRM	tr|A0A0D6QMJ1|A0A0D6QMJ1_9DELT	tr|A0A0D6QMJ1|A0A0D6QMJ1_9DELT 4-hydroxy-3-methylbut-2-enyl diphosphate reductase OS=Anaeromyxobacter sp. PSR-1 GN=ispH PE=3 SV=1 Split=0 	1.1
tr|A0A1M6WQU2|A0A1M6WQU2_9BACT	sp|B4SEC6|EFTS_PELPB	sp|B4SEC6|EFTS_PELPB Elongation factor Ts OS=Pelodictyon phaeoclathratiforme (strain DSM 5477 / BU-1) GN=tsf PE=3 SV=1 Split=0 	5.6
tr|A0A1M6X916|A0A1M6X916_XYLRU	tr|W8CB25|W8CB25_CERCA	tr|W8CB25|W8CB25_CERCA TM2 domain-containing protein CG11103 OS=Ceratitis capitata GN=TM2D2 PE=2 SV=1 Split=0 	0.48
tr|A0A1M6YFS1|A0A1M6YFS1_9FIRM	tr|R6TJL2|R6TJL2_9FIRM	tr|R6TJL2|R6TJL2_9FIRM Protein translocase subunit SecA OS=Oscillibacter sp. CAG:155 GN=secA PE=3 SV=1 Split=0 	1.1
tr|A0A1M6YIQ8|A0A1M6YIQ8_9BACT	tr|D7L986|D7L986_ARALL	tr|D7L986|D7L986_ARALL Putative uncharacterized protein OS=Arabidopsis lyrata subsp. lyrata GN=ARALYDRAFT_898294 PE=4 SV=1 Split=0 	0.084
tr|A0A1M6YLB8|A0A1M6YLB8_9BACT	tr|F6VUF2|F6VUF2_MONDO	tr|F6VUF2|F6VUF2_MONDO Uncharacterized protein OS=Monodelphis domestica GN=SORBS1 PE=4 SV=2 Split=0 	0.61
tr|A0A1M6Z6S2|A0A1M6Z6S2_9BACT	tr|A0A0B5KRT5|A0A0B5KRT5_9THEM	tr|A0A0B5KRT5|A0A0B5KRT5_9THEM 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase OS=Thermotoga sp. RQ7 GN=ispE PE=3 SV=1 Split=0 	0.31
tr|A0A1M6ZJD4|A0A1M6ZJD4_9FIRM	tr|M3HR41|M3HR41_CANMX	tr|M3HR41|M3HR41_CANMX Uncharacterized protein (Fragment) OS=Candida maltosa (strain Xu316) GN=G210_5025 PE=4 SV=1 Split=0 	1.7
tr|A0A1M6ZLP3|A0A1M6ZLP3_PSETH	tr|A3U3S8|A3U3S8_PSEBH	tr|A3U3S8|A3U3S8_PSEBH Serine--tRNA ligase OS=Pseudooceanicola batsensis (strain ATCC BAA-863 / DSM 15984 / KCTC 12145 / HTCC2597) GN=serS PE=3 SV=1 Split=0 	7.0
tr|A0A1M6ZM78|A0A1M6ZM78_9BACT	tr|A0A0P9DZ97|A0A0P9DZ97_9ARCH	tr|A0A0P9DZ97|A0A0P9DZ97_9ARCH Probable L-aspartate decarboxylase OS=Candidatus Bathyarchaeota archaeon BA2 GN=mfnA PE=3 SV=1 Split=0 	0.37
tr|A0A1M7A6D6|A0A1M7A6D6_9BACT	tr|G3SKW2|G3SKW2_GORGO	tr|G3SKW2|G3SKW2_GORGO Uncharacterized protein OS=Gorilla gorilla gorilla GN=AGBL1 PE=4 SV=1 Split=0 	1.9
tr|A0A1M7B6U1|A0A1M7B6U1_9BACT	tr|A0A017N0U2|A0A017N0U2_BACFG	tr|A0A017N0U2|A0A017N0U2_BACFG DNA mismatch repair protein MutS OS=Bacteroides fragilis str. S23L17 GN=mutS PE=3 SV=1 Split=0 	1.1
tr|A0A1M7B9N4|A0A1M7B9N4_9FIRM	tr|A0A0F3PXS5|A0A0F3PXS5_ANAPH	tr|A0A0F3PXS5|A0A0F3PXS5_ANAPH Phosphatidylserine decarboxylase proenzyme OS=Anaplasma phagocytophilum str. ApWI1 GN=psd PE=3 SV=1 Split=0 	3.4
tr|A0A1M7C9A9|A0A1M7C9A9_9BACT	tr|J3MBD3|J3MBD3_ORYBR	tr|J3MBD3|J3MBD3_ORYBR Uncharacterized protein OS=Oryza brachyantha PE=4 SV=1 Split=0 	2.3
tr|A0A1M7CKH8|A0A1M7CKH8_9BACT	tr|D7L986|D7L986_ARALL	tr|D7L986|D7L986_ARALL Putative uncharacterized protein OS=Arabidopsis lyrata subsp. lyrata GN=ARALYDRAFT_898294 PE=4 SV=1 Split=0 	7.6
tr|A0A1M7CLJ7|A0A1M7CLJ7_9BACT	tr|A0A0W3E393|A0A0W3E393_PSEPU	tr|A0A0W3E393|A0A0W3E393_PSEPU Transcriptional regulator OS=Pseudomonas putida GN=AL481_11025 PE=4 SV=1 Split=0 	0.52
tr|A0A1M7DCH9|A0A1M7DCH9_9BACT	tr|A0A0H3AWV9|A0A0H3AWV9_RICRS	tr|A0A0H3AWV9|A0A0H3AWV9_RICRS Pseudouridine synthase OS=Rickettsia rickettsii (strain Sheila Smith) GN=A1G_04550 PE=3 SV=1 Split=0 	0.034
tr|A0A1M7DGH0|A0A1M7DGH0_9GAMM	tr|Q5I9W1|Q5I9W1_CAEEL	tr|Q5I9W1|Q5I9W1_CAEEL Toll and interleukin 1 receptor domain protein isoform a OS=Caenorhabditis elegans PE=2 SV=1 Split=0 	3.8
tr|A0A1M7DK56|A0A1M7DK56_9FLAO	tr|A0A0B2V922|A0A0B2V922_TOXCA	tr|A0A0B2V922|A0A0B2V922_TOXCA Putative zinc metalloproteinase T16A9.4 OS=Toxocara canis GN=T16A9.4 PE=4 SV=1 Split=0 	5.5
tr|A0A1M7GN67|A0A1M7GN67_9BACT	tr|W0FSK4|W0FSK4_9FLAV	tr|W0FSK4|W0FSK4_9FLAV Genome polyprotein (Fragment) OS=Dengue virus 3 PE=4 SV=1 Split=0 	0.49
tr|A0A1M7J348|A0A1M7J348_9ACTN	tr|C4S9I0|C4S9I0_YERMO	tr|C4S9I0|C4S9I0_YERMO Acetyl-coenzyme A synthetase OS=Yersinia mollaretii ATCC 43969 GN=acs PE=3 SV=1 Split=0 	1.9
tr|A0A1M7JQW8|A0A1M7JQW8_9BACT	sp|P39697|RT19_ARATH	sp|P39697|RT19_ARATH 40S ribosomal protein S19, mitochondrial OS=Arabidopsis thaliana GN=RPS19 PE=1 SV=2 Split=0 	5.5
tr|A0A1M7LQB9|A0A1M7LQB9_XYLRU	sp|O95197|RTN3_HUMAN	sp|O95197|RTN3_HUMAN Reticulon-3 OS=Homo sapiens GN=RTN3 PE=1 SV=2 Split=0 	0.28
tr|A0A1M7NGG2|A0A1M7NGG2_9BACT	tr|A0A109NH84|A0A109NH84_9GAMM	tr|A0A109NH84|A0A109NH84_9GAMM Kappa-carrageenase OS=Pseudoalteromonas sp. QY203 PE=4 SV=1 Split=0 	6.0
tr|A0A1M7NZG4|A0A1M7NZG4_9BACT	tr|A0A0E3PU29|A0A0E3PU29_9EURY	tr|A0A0E3PU29|A0A0E3PU29_9EURY Uncharacterized protein OS=Methanosarcina siciliae C2J GN=MSSAC_3932 PE=4 SV=1 Split=0 	1.4
tr|A0A1M7NZR7|A0A1M7NZR7_9BACT	tr|M4D8V5|M4D8V5_BRARP	tr|M4D8V5|M4D8V5_BRARP Uncharacterized protein OS=Brassica rapa subsp. pekinensis PE=4 SV=1 Split=0 	1.8
tr|A0A1M7PSQ2|A0A1M7PSQ2_9ACTN	sp|P67580|SYM_STRPN	sp|P67580|SYM_STRPN Methionine--tRNA ligase OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) GN=metG PE=3 SV=1 Split=0 	4.2
tr|A0A1M7QFR5|A0A1M7QFR5_9BURK	tr|S9CZQ1|S9CZQ1_STRAG	tr|S9CZQ1|S9CZQ1_STRAG Recombinase OS=Streptococcus agalactiae FSL S3-586 GN=SAG0014_12170 PE=4 SV=1 Split=0 	9.9
tr|A0A1M7U796|A0A1M7U796_9ACTN	tr|A0A0N9SG45|A0A0N9SG45_HHV8	tr|A0A0N9SG45|A0A0N9SG45_HHV8 ORF8 OS=Human herpesvirus 8 GN=ORF8 PE=4 SV=1 Split=0 	0.078
tr|A0A1M7Z6T6|A0A1M7Z6T6_9HYPH	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	1.89e-137
tr|A0A1N6AZV6|A0A1N6AZV6_9ACTN	tr|S3Y756|S3Y756_9MICO	tr|S3Y756|S3Y756_9MICO 4-hydroxy-tetrahydrodipicolinate synthase OS=Dermabacter sp. HFH0086 GN=dapA PE=3 SV=1 Split=0 	2.5
tr|A0A1N6JRB5|A0A1N6JRB5_9BACT	tr|H2Q3V0|H2Q3V0_PANTR	tr|H2Q3V0|H2Q3V0_PANTR Uncharacterized protein OS=Pan troglodytes GN=BEST1 PE=4 SV=1 Split=0 	0.015
tr|A0A1N6S100|A0A1N6S100_9MICO	sp|P22856|VL96_IRV1	sp|P22856|VL96_IRV1 Putative ubiquitin thioesterase L96 OS=Tipula iridescent virus GN=L96 PE=3 SV=1 Split=0 	5.0
tr|A0A1N6SZL4|A0A1N6SZL4_9HYPH	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	1.07e-148
tr|A0A1N6TQ25|A0A1N6TQ25_9ACTN	tr|F2XFA0|F2XFA0_9SPER	tr|F2XFA0|F2XFA0_9SPER Longifolene synthase OS=Picea engelmannii x Picea glauca PE=2 SV=1 Split=0 	1.1
tr|A0A1N6UZY7|A0A1N6UZY7_9BURK	tr|F7ZI42|F7ZI42_ROSLO	tr|F7ZI42|F7ZI42_ROSLO Acetylornithine aminotransferase OS=Roseobacter litoralis (strain ATCC 49566 / DSM 6996 / JCM 21268 / NBRC 15278 / OCh 149) GN=argD PE=3 SV=1 Split=0 	2.2
tr|A0A1N6V914|A0A1N6V914_9BACI	tr|A0A0M2HJ48|A0A0M2HJ48_9MICO	tr|A0A0M2HJ48|A0A0M2HJ48_9MICO Translation initiation factor IF-2 OS=Microbacterium hydrocarbonoxydans GN=infB PE=3 SV=1 Split=0 	0.033
tr|A0A1N6W866|A0A1N6W866_9RHOO	tr|A0A150KQU0|A0A150KQU0_BACVA	tr|A0A150KQU0|A0A150KQU0_BACVA Uncharacterized protein OS=Bacillus vallismortis GN=B4144_2533 PE=4 SV=1 Split=0 	0.67
tr|A0A1N6ZDN5|A0A1N6ZDN5_9ACTN	tr|Q9L3W7|Q9L3W7_PSECL	tr|Q9L3W7|Q9L3W7_PSECL LysR-type regulatory protein OS=Pseudomonas chlororaphis GN=tetR PE=4 SV=1 Split=0 	0.14
tr|A0A1N6ZVV4|A0A1N6ZVV4_9ACTN	tr|A0A103YKD0|A0A103YKD0_CYNCS	tr|A0A103YKD0|A0A103YKD0_CYNCS Uncharacterized protein OS=Cynara cardunculus var. scolymus GN=Ccrd_010849 PE=4 SV=1 Split=0 	1.2
tr|A0A1N7B4C9|A0A1N7B4C9_9ACTN	tr|S3Y756|S3Y756_9MICO	tr|S3Y756|S3Y756_9MICO 4-hydroxy-tetrahydrodipicolinate synthase OS=Dermabacter sp. HFH0086 GN=dapA PE=3 SV=1 Split=0 	2.6
tr|A0A1N7C390|A0A1N7C390_9PSED	tr|A0A0M0PRX9|A0A0M0PRX9_SALCE	tr|A0A0M0PRX9|A0A0M0PRX9_SALCE Phosphomethylpyrimidine synthase OS=Salmonella choleraesuis GN=thiC PE=3 SV=1 Split=0 	4.5
tr|A0A1N7EF34|A0A1N7EF34_9NOCA	sp|Q6L3L0|R1B23_SOLDE	sp|Q6L3L0|R1B23_SOLDE Putative late blight resistance protein homolog R1B-23 OS=Solanum demissum GN=R1B-23 PE=3 SV=1 Split=0 	4.3
tr|A0A1N7G5G0|A0A1N7G5G0_9NOCA	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	3.78e-123
tr|A0A1N7IUT6|A0A1N7IUT6_9CORY	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	7.75e-116
tr|A0A1N7KMP2|A0A1N7KMP2_9BACI	tr|G9KJW2|G9KJW2_MUSPF	tr|G9KJW2|G9KJW2_MUSPF RAB GTPase activating protein 1-like protein (Fragment) OS=Mustela putorius furo PE=2 SV=1 Split=0 	1.4
tr|A0A1N7LM49|A0A1N7LM49_9BACL	tr|M1CAF0|M1CAF0_SOLTU	tr|M1CAF0|M1CAF0_SOLTU Glycosyltransferase OS=Solanum tuberosum GN=PGSC0003DMG400024616 PE=3 SV=1 Split=0 	0.46
tr|A0A1N7MU89|A0A1N7MU89_9RHOB	tr|A0A125UI00|A0A125UI00_9BACI	tr|A0A125UI00|A0A125UI00_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. LM 4-2 GN=recG PE=3 SV=1 Split=0 	5.80e-158
tr|A0A1N7NKD3|A0A1N7NKD3_9BACT	tr|A4SH24|A4SH24_SHIDS	tr|A4SH24|A4SH24_SHIDS RepA OS=Shigella dysenteriae serotype 1 (strain Sd197) GN=repA PE=4 SV=1 Split=0 	3.1
tr|A0A1N7P1N0|A0A1N7P1N0_9BURK	tr|D4FJM8|D4FJM8_STAEP	tr|D4FJM8|D4FJM8_STAEP ATP-dependent DNA helicase RecG OS=Staphylococcus epidermidis M23864:W2(grey) GN=recG PE=3 SV=1 Split=0 	9.33e-62
tr|A0A1N7P7V2|A0A1N7P7V2_9BACT	tr|A0A0A3E922|A0A0A3E922_CANAX	tr|A0A0A3E922|A0A0A3E922_CANAX Pre-mRNA-splicing factor CWC22 OS=Candida albicans P37037 GN=MG9_02412 PE=4 SV=1 Split=0 	1.6
tr|A0A1N7PEZ7|A0A1N7PEZ7_9FLAO	sp|Q6BXM9|MIC60_DEBHA	sp|Q6BXM9|MIC60_DEBHA MICOS complex subunit MIC60 OS=Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / JCM 1990 / NBRC 0083 / IGC 2968) GN=MIC60 PE=3 SV=2 Split=0 	0.85
tr|A0A1P8Q228|A0A1P8Q228_9LACO	tr|A0A0F9LN30|A0A0F9LN30_9ZZZZ	tr|A0A0F9LN30|A0A0F9LN30_9ZZZZ Uncharacterized protein (Fragment) OS=marine sediment metagenome GN=LCGC14_1561420 PE=3 SV=1 Split=0 	1.0
tr|A0A1P8TEU9|A0A1P8TEU9_9ACTN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.21e-134
tr|A0A1P8UFA3|A0A1P8UFA3_9GAMM	tr|A0A0H2XIE8|A0A0H2XIE8_STAA3	tr|A0A0H2XIE8|A0A0H2XIE8_STAA3 ATP-dependent DNA helicase RecG OS=Staphylococcus aureus (strain USA300) GN=recG PE=3 SV=1 Split=0 	7.83e-46
tr|A0A1P8WXU6|A0A1P8WXU6_9SPHN	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	4.76e-132
tr|A0A1Q2CFG7|A0A1Q2CFG7_9ACTN	tr|A0A078D5D2|A0A078D5D2_BRANA	tr|A0A078D5D2|A0A078D5D2_BRANA BnaA03g33430D protein OS=Brassica napus GN=BnaA03g33430D PE=3 SV=1 Split=0 	1.5
tr|A0A1Q2CFL9|A0A1Q2CFL9_9ACTN	tr|A0A125UI00|A0A125UI00_9BACI	tr|A0A125UI00|A0A125UI00_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. LM 4-2 GN=recG PE=3 SV=1 Split=0 	1.67e-108
tr|A0A1Q2D085|A0A1Q2D085_9ACTN	tr|A0A125UI00|A0A125UI00_9BACI	tr|A0A125UI00|A0A125UI00_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. LM 4-2 GN=recG PE=3 SV=1 Split=0 	2.98e-111
tr|A0A1Q2LH27|A0A1Q2LH27_9HELI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	8.58e-69
tr|A0A1Q3JDR8|A0A1Q3JDR8_9PROT	tr|A0A125UI00|A0A125UI00_9BACI	tr|A0A125UI00|A0A125UI00_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. LM 4-2 GN=recG PE=3 SV=1 Split=0 	4.32e-134
tr|A0A1Q3MVC8|A0A1Q3MVC8_9PROT	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	6.55e-106
tr|A0A1Q3V3M6|A0A1Q3V3M6_9SPHN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	5.57e-136
tr|A0A1Q3V5Z3|A0A1Q3V5Z3_9PROT	tr|A0A125UI00|A0A125UI00_9BACI	tr|A0A125UI00|A0A125UI00_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. LM 4-2 GN=recG PE=3 SV=1 Split=0 	1.00e-118
tr|A0A1Q4E943|A0A1Q4E943_9SPHN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	6.71e-145
tr|A0A1Q4V1B8|A0A1Q4V1B8_9ACTN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	7.38e-135
tr|A0A1Q4W9H5|A0A1Q4W9H5_9ACTN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.12e-93
tr|A0A1Q4W9H5|A0A1Q4W9H5_9ACTN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	3.47e-26
tr|A0A1Q5DMG1|A0A1Q5DMG1_9ACTN	tr|W0UW42|W0UW42_9ABAC	tr|W0UW42|W0UW42_9ABAC VP39 major capsid protein OS=Spodoptera exigua multiple nucleopolyhedrovirus GN=HTSEG24_073 PE=4 SV=1 Split=0 	0.013
tr|A0A1Q5DRK9|A0A1Q5DRK9_9ACTN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	2.82e-130
tr|A0A1Q5GGN6|A0A1Q5GGN6_9ACTN	tr|W0UW42|W0UW42_9ABAC	tr|W0UW42|W0UW42_9ABAC VP39 major capsid protein OS=Spodoptera exigua multiple nucleopolyhedrovirus GN=HTSEG24_073 PE=4 SV=1 Split=0 	0.021
tr|A0A1Q5GYJ7|A0A1Q5GYJ7_9ACTN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.15e-131
tr|A0A1Q5HKK1|A0A1Q5HKK1_9ACTN	tr|D7KBQ0|D7KBQ0_ARALL	tr|D7KBQ0|D7KBQ0_ARALL Kelch repeat-containing F-box family protein OS=Arabidopsis lyrata subsp. lyrata GN=ARALYDRAFT_890265 PE=4 SV=1 Split=0 	9.7
tr|A0A1Q5JNM8|A0A1Q5JNM8_9ACTN	tr|W0UW42|W0UW42_9ABAC	tr|W0UW42|W0UW42_9ABAC VP39 major capsid protein OS=Spodoptera exigua multiple nucleopolyhedrovirus GN=HTSEG24_073 PE=4 SV=1 Split=0 	0.010
tr|A0A1Q5M8S5|A0A1Q5M8S5_9ACTN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	3.22e-133
tr|A0A1Q5N0S6|A0A1Q5N0S6_9ACTN	tr|W0UW42|W0UW42_9ABAC	tr|W0UW42|W0UW42_9ABAC VP39 major capsid protein OS=Spodoptera exigua multiple nucleopolyhedrovirus GN=HTSEG24_073 PE=4 SV=1 Split=0 	0.18
tr|A0A1Q5RMD3|A0A1Q5RMD3_9BRAD	tr|H2ISP7|H2ISP7_RAHAC	tr|H2ISP7|H2ISP7_RAHAC Uncharacterized protein OS=Rahnella aquatilis (strain ATCC 33071 / DSM 4594 / JCM 1683 / NBRC 105701 / NCIMB 13365 / CIP 78.65) GN=Rahaq2_3977 PE=4 SV=1 Split=0 	0.84
tr|A0A1Q6EB39|A0A1Q6EB39_9BACT	tr|I3XID8|I3XID8_BACAN	tr|I3XID8|I3XID8_BACAN Lethal factor OS=Bacillus anthracis GN=lef PE=4 SV=1 Split=0 	2.0
tr|A0A1Q6EFZ9|A0A1Q6EFZ9_9BACT	tr|K7V321|K7V321_MAIZE	tr|K7V321|K7V321_MAIZE Uncharacterized protein OS=Zea mays GN=LOC100384366 PE=3 SV=1 Split=0 	0.32
tr|A0A1Q6EPE4|A0A1Q6EPE4_9BIFI	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	4.13e-66
tr|A0A1Q6EPE4|A0A1Q6EPE4_9BIFI	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	9.99e-26
tr|A0A1Q6EPE4|A0A1Q6EPE4_9BIFI	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	0.17
